"x","y"
49.954,8.47477e-05
49.8479,8.44397e-05
49.6358,8.38238e-05
49.2228,8.26237e-05
48.419,8.02848e-05
46.8541,7.57229e-05
45.2575,7.10712e-05
43.661,6.64361e-05
42.0644,6.18315e-05
40.4678,5.72745e-05
38.8713,5.2773e-05
37.2747,4.83301e-05
35.6781,4.39531e-05
34.0816,3.96489e-05
32.485,3.54331e-05
30.8884,3.13226e-05
29.2918,2.73352e-05
27.6953,2.34888e-05
26.0987,1.98145e-05
24.5021,1.63616e-05
22.9056,1.32028e-05
21.309,1.03889e-05
19.7124,7.94823e-06
18.1159,5.90797e-06
16.5193,4.27071e-06
14.9227,3.01394e-06
13.3261,2.09445e-06
11.7296,1.43641e-06
10.133,9.69737e-07
8.53644,6.44537e-07
6.93987,4.19479e-07
5.3433,2.66309e-07
3.74673,1.6304e-07
2.15016,9.50745e-08
0.553588,5.15942e-08
-1.04298,2.64303e-08
-2.63955,1.31848e-08
-4.23612,6.14355e-09
-5.83269,2.50719e-09
-6.01,2.24262e-09

