"x","y"
49.954,2.61369e-05
49.8479,2.59822e-05
49.6414,2.56821e-05
49.2395,2.50999e-05
48.4571,2.39741e-05
46.934,2.18153e-05
45.3374,1.9606e-05
43.7408,1.74626e-05
42.1442,1.53975e-05
40.5477,1.34245e-05
38.9511,1.15589e-05
37.3545,9.81548e-06
35.758,8.20873e-06
34.1614,6.75079e-06
32.5648,5.44929e-06
30.9683,4.3076e-06
29.3717,3.32429e-06
27.7751,2.49413e-06
26.1785,1.80997e-06
24.582,1.26434e-06
22.9854,8.4966e-07
21.3888,5.54844e-07
19.7923,3.59584e-07
18.1957,2.36031e-07
16.5991,1.58312e-07
15.0026,1.08401e-07
13.406,7.53999e-08
11.8094,5.29744e-08
10.2128,3.74003e-08
8.61627,2.6421e-08
7.0197,1.86198e-08
5.42313,1.30649e-08
3.82656,9.11159e-09
2.22999,6.29712e-09
0.633423,4.28702e-09
-0.963147,2.84554e-09
-2.55972,1.81312e-09
-4.15629,1.08604e-09
-5.75286,5.9617e-10
-6.01,5.35844e-10

