"x","y"
-5.95398,1.88476e-10
-5.84493,1.99775e-10
-5.63264,2.23231e-10
-5.21938,2.74658e-10
-4.43696,3.95444e-10
-2.95556,7.22994e-10
-1.35899,1.25888e-09
0.237583,2.04568e-09
1.83415,3.16842e-09
3.43072,4.73382e-09
5.02729,6.86437e-09
6.62386,9.68037e-09
8.22043,1.32998e-08
9.817,1.78319e-08
11.4136,2.33656e-08
13.0101,2.9981e-08
14.6067,3.77319e-08
16.2033,4.66474e-08
17.7999,5.67301e-08
19.3964,6.79534e-08
20.993,8.02747e-08
22.5896,9.36237e-08
24.1861,1.07921e-07
25.7827,1.23075e-07
27.3793,1.38981e-07
28.9758,1.5555e-07
30.5724,1.72653e-07
32.169,1.90205e-07
33.7656,2.08138e-07
35.3621,2.2634e-07
36.9587,2.44757e-07
38.5553,2.63332e-07
40.1518,2.82034e-07
41.7484,3.00796e-07
43.345,3.19623e-07
44.9415,3.38461e-07
46.5381,3.57309e-07
48.1347,3.76154e-07
49.7313,3.94987e-07
50.01,3.98274e-07

