"x","y"
49.954,1.41638e-05
49.8479,1.41209e-05
49.6358,1.40353e-05
49.2228,1.38684e-05
48.419,1.35442e-05
46.8541,1.29154e-05
45.2575,1.22767e-05
43.661,1.16419e-05
42.0644,1.10112e-05
40.4678,1.03851e-05
38.8713,9.76479e-06
37.2747,9.15051e-06
35.6781,8.54255e-06
34.0816,7.94265e-06
32.485,7.35139e-06
30.8884,6.76953e-06
29.2918,6.19933e-06
27.6953,5.64185e-06
26.0987,5.09912e-06
24.5021,4.57295e-06
22.9056,4.06554e-06
21.309,3.57953e-06
19.7124,3.11738e-06
18.1159,2.68141e-06
16.5193,2.27478e-06
14.9227,1.90018e-06
13.3261,1.55991e-06
11.7296,1.2561e-06
10.133,9.90034e-07
8.53644,7.62578e-07
6.93987,5.73854e-07
5.3433,4.22083e-07
3.74673,3.04053e-07
2.15016,2.14875e-07
0.553588,1.48908e-07
-1.04298,1.00832e-07
-2.63955,6.62579e-08
-4.23612,4.18148e-08
-5.83269,2.50329e-08
-6.01,2.35581e-08

