"x","y"
-5.95398,1.36196e-08
-5.84493,1.40876e-08
-5.63264,1.50348e-08
-5.21938,1.7022e-08
-4.41492,2.14667e-08
-2.84888,3.25468e-08
-1.25231,4.7545e-08
0.344258,6.67413e-08
1.94083,9.05226e-08
3.5374,1.19137e-07
5.13397,1.52657e-07
6.73054,1.90959e-07
8.32711,2.33797e-07
9.92368,2.80879e-07
11.5202,3.31882e-07
13.1168,3.86484e-07
14.7134,4.44404e-07
16.31,5.05276e-07
17.9065,5.68837e-07
19.5031,6.34852e-07
21.0997,7.02931e-07
22.6962,7.72932e-07
24.2928,8.44529e-07
25.8894,9.17625e-07
27.4859,9.91909e-07
29.0825,1.06723e-06
30.6791,1.14348e-06
32.2757,1.22052e-06
33.8722,1.29827e-06
35.4688,1.37663e-06
37.0654,1.45549e-06
38.6619,1.5348e-06
40.2585,1.61452e-06
41.8551,1.69459e-06
43.4516,1.77497e-06
45.0482,1.85563e-06
46.6448,1.93655e-06
48.2414,2.01769e-06
49.8379,2.09904e-06
50.01,2.10782e-06

