"x","y"
49.954,1.32044e-05
49.8479,1.30888e-05
49.6414,1.28651e-05
49.2395,1.24351e-05
48.4571,1.16188e-05
46.934,1.01124e-05
45.3374,8.65669e-06
43.7408,7.33581e-06
42.1442,6.15503e-06
40.5477,5.11542e-06
38.9511,4.21573e-06
37.3545,3.4489e-06
35.758,2.80381e-06
34.1614,2.26701e-06
32.5648,1.82417e-06
30.9683,1.46111e-06
29.3717,1.16478e-06
27.7751,9.23573e-07
26.1785,7.27626e-07
24.582,5.68757e-07
22.9854,4.40162e-07
21.3888,3.36394e-07
19.7923,2.53214e-07
18.1957,1.87339e-07
16.5991,1.36142e-07
15.0026,9.73801e-08
13.406,6.89903e-08
11.8094,4.88198e-08
10.2128,3.4668e-08
8.61627,2.46817e-08
7.0197,1.75365e-08
5.42313,1.23756e-08
3.82656,8.6244e-09
2.22999,5.90165e-09
0.633423,3.94127e-09
-0.963147,2.55137e-09
-2.55972,1.58694e-09
-4.15629,9.39686e-10
-5.75286,5.2652e-10
-6.01,4.77134e-10

