"x","y"
49.954,5.16731e-05
49.8479,5.14951e-05
49.6358,5.11392e-05
49.2228,5.04468e-05
48.419,4.9101e-05
46.8541,4.64878e-05
45.2575,4.38357e-05
43.661,4.11962e-05
42.0644,3.85694e-05
40.4678,3.59591e-05
38.8713,3.33645e-05
37.2747,3.07904e-05
35.6781,2.82406e-05
34.0816,2.57211e-05
32.485,2.32355e-05
30.8884,2.07983e-05
29.2918,1.84169e-05
27.6953,1.6103e-05
26.0987,1.38708e-05
24.5021,1.17376e-05
22.9056,9.72466e-06
21.309,7.85724e-06
19.7124,6.16526e-06
18.1159,4.67403e-06
16.5193,3.40819e-06
14.9227,2.37624e-06
13.3261,1.58035e-06
11.7296,9.99889e-07
10.133,6.0065e-07
8.53644,3.41328e-07
6.93987,1.81144e-07
5.3433,8.73436e-08
3.74673,3.61795e-08
2.15016,9.56923e-09
0.553588,7.16475e-10
-1.04298,3.2106e-11
-2.63955,1.51426e-13
-4.23612,4.14007e-18
-5.83269,-2.37349e-19
-6.01,-3.89681e-20

