"x","y"
-5.95398,1.0449e-10
-5.84493,1.21392e-10
-5.63264,1.58804e-10
-5.23071,2.4698e-10
-4.46971,4.81636e-10
-3.0289,1.21078e-09
-1.43233,2.64086e-09
0.164239,5.14869e-09
1.76081,9.39225e-09
3.35738,1.60767e-08
4.95395,2.56529e-08
6.55052,3.85229e-08
8.14709,5.55215e-08
9.74366,7.78366e-08
11.3402,1.06968e-07
12.9368,1.4459e-07
14.5334,1.92654e-07
16.1299,2.53293e-07
17.7265,3.28803e-07
19.3231,4.2131e-07
20.9196,5.32945e-07
22.5162,6.65382e-07
24.1128,8.20149e-07
25.7094,9.97675e-07
27.3059,1.19814e-06
28.9025,1.42135e-06
30.4991,1.66511e-06
32.0956,1.92828e-06
33.6922,2.20882e-06
35.2888,2.50477e-06
36.8853,2.81313e-06
38.4819,3.13264e-06
40.0785,3.45988e-06
41.6751,3.79388e-06
43.2716,4.13253e-06
44.8682,4.47453e-06
46.4648,4.81879e-06
48.0613,5.16422e-06
49.6579,5.51012e-06
50.01,5.58611e-06

