"x","y"
49.954,5.01744e-05
49.8479,4.99706e-05
49.6358,4.95635e-05
49.2228,4.87725e-05
48.419,4.72384e-05
46.8541,4.42743e-05
45.2575,4.1284e-05
43.661,3.8332e-05
42.0644,3.54228e-05
40.4678,3.25616e-05
38.8713,2.97552e-05
37.2747,2.70116e-05
35.6781,2.43398e-05
34.0816,2.17496e-05
32.485,1.92519e-05
30.8884,1.68577e-05
29.2918,1.45804e-05
27.6953,1.24342e-05
26.0987,1.04338e-05
24.5021,8.59575e-06
22.9056,6.93583e-06
21.309,5.46541e-06
19.7124,4.1956e-06
18.9141,3.63595e-06
17.4027,2.71264e-06
15.8062,1.92399e-06
14.2096,1.31385e-06
12.613,8.61137e-07
11.0164,5.41841e-07
9.41987,3.27575e-07
7.8233,1.91123e-07
6.22673,1.08031e-07
4.63016,5.86358e-08
3.03359,2.94729e-08
1.43702,1.18738e-08
-0.159546,2.77102e-09
-1.75612,1.33947e-10
-3.35269,8.62788e-13
-4.94926,3.22414e-19
-6.01,-3.53455e-20

