"x","y"
49.954,2.01988e-06
49.8479,2.00936e-06
49.6358,1.98836e-06
49.2228,1.9476e-06
48.419,1.86868e-06
46.8541,1.71691e-06
45.2575,1.56482e-06
43.661,1.41582e-06
42.0644,1.27038e-06
40.4678,1.12896e-06
38.8713,9.92071e-07
37.2747,8.60459e-07
35.6781,7.34985e-07
34.0816,6.16571e-07
32.485,5.06323e-07
30.8884,4.05445e-07
29.2918,3.15199e-07
27.6953,2.36766e-07
26.0987,1.71076e-07
24.5021,1.18572e-07
22.9056,7.8876e-08
21.309,5.05178e-08
19.7124,3.12031e-08
18.1159,1.85757e-08
16.5193,1.07996e-08
14.9227,6.36635e-09
13.3261,3.92225e-09
11.7296,2.52376e-09
10.133,1.66826e-09
8.53644,1.11172e-09
6.93987,7.32992e-10
5.3433,4.68582e-10
3.74673,2.8389e-10
2.15016,1.59206e-10
0.553588,8.11368e-11
-1.04298,3.7834e-11
-2.63955,1.73805e-11
-4.23612,8.49861e-12
-5.83269,4.31734e-12
-6.01,3.99971e-12

