"x","y"
49.954,1.75141e-05
49.8479,1.73955e-05
49.6414,1.71655e-05
49.2395,1.67207e-05
48.4571,1.58677e-05
46.934,1.42552e-05
45.3374,1.26377e-05
43.7408,1.11025e-05
42.1442,9.65752e-06
40.5477,8.30942e-06
38.9511,7.06413e-06
37.3545,5.92682e-06
35.758,4.9037e-06
34.1614,3.99983e-06
32.5648,3.21571e-06
30.9683,2.54677e-06
29.3717,1.98452e-06
27.7751,1.52044e-06
26.1785,1.14519e-06
24.582,8.48481e-07
22.9854,6.18264e-07
21.3888,4.42966e-07
19.7923,3.12031e-07
18.1957,2.16228e-07
16.5991,1.47595e-07
15.0026,9.93213e-08
13.406,6.5941e-08
11.8094,4.31792e-08
10.2128,2.78176e-08
8.61627,1.75701e-08
7.0197,1.08398e-08
5.42313,6.49624e-09
3.82656,3.76846e-09
2.22999,2.12406e-09
0.633423,1.16448e-09
-0.963147,6.21439e-10
-2.55972,3.21312e-10
-4.15629,1.59539e-10
-5.75286,7.58034e-11
-6.01,6.68695e-11

