"x","y"
49.954,9.1797e-06
49.8479,9.12715e-06
49.6358,9.02226e-06
49.2228,8.8189e-06
48.419,8.42624e-06
46.8541,7.67527e-06
45.2575,6.92962e-06
43.661,6.20696e-06
42.0644,5.51073e-06
40.4678,4.84374e-06
38.8713,4.20936e-06
37.2747,3.61138e-06
35.6781,3.05411e-06
34.0816,2.54201e-06
32.485,2.0795e-06
30.8884,1.67043e-06
29.2918,1.31713e-06
27.6953,1.0191e-06
26.0987,7.74041e-07
24.5021,5.77533e-07
22.9056,4.23863e-07
21.309,3.0626e-07
19.7124,2.18015e-07
18.1159,1.52681e-07
16.5193,1.04943e-07
14.9227,7.04731e-08
13.3261,4.59571e-08
11.7296,2.90512e-08
10.133,1.80707e-08
8.53644,1.12569e-08
6.93987,7.0191e-09
5.3433,4.32335e-09
3.74673,2.58143e-09
2.15016,1.46703e-09
0.553588,7.87191e-10
-1.04298,4.01127e-10
-2.63955,1.90544e-10
-4.23612,7.75765e-11
-5.83269,2.30654e-11
-6.01,1.95689e-11

