"x","y"
-5.95398,1.30554e-08
-5.84194,1.33968e-08
-5.62384,1.40838e-08
-5.19926,1.55121e-08
-4.37275,1.86667e-08
-2.77618,2.63843e-08
-1.17961,3.65879e-08
0.416961,4.95278e-08
2.01353,6.52981e-08
3.6101,8.39516e-08
5.20667,1.0553e-07
6.80324,1.301e-07
8.39981,1.57688e-07
9.99638,1.88333e-07
11.593,2.21936e-07
13.1895,2.58441e-07
14.7861,2.97684e-07
16.3827,3.39492e-07
17.9792,3.83663e-07
19.5758,4.29889e-07
21.1724,4.77936e-07
22.7689,5.27517e-07
24.3655,5.78369e-07
25.9621,6.30262e-07
27.5587,6.82976e-07
29.1552,7.36325e-07
30.7518,7.90159e-07
32.3484,8.44346e-07
33.9449,8.98775e-07
35.5415,9.53372e-07
37.1381,1.00813e-06
38.7346,1.06289e-06
40.3312,1.11769e-06
41.9278,1.17251e-06
43.5244,1.22725e-06
45.1209,1.28196e-06
46.7175,1.33662e-06
48.3141,1.39125e-06
49.9106,1.44583e-06
50.01,1.44923e-06

