"x","y"
49.954,3.83603e-05
49.8449,3.82662e-05
49.6268,3.8078e-05
49.1906,3.77016e-05
48.3415,3.69693e-05
46.7449,3.55936e-05
45.1483,3.42195e-05
43.5518,3.28474e-05
41.9552,3.14771e-05
40.3586,3.01091e-05
38.762,2.87436e-05
37.1655,2.73809e-05
35.5689,2.60213e-05
33.9723,2.46652e-05
32.3758,2.33131e-05
30.7792,2.19652e-05
29.1826,2.06223e-05
27.5861,1.92847e-05
25.9895,1.79539e-05
24.3929,1.66299e-05
22.7963,1.5314e-05
21.1998,1.40073e-05
19.6032,1.27113e-05
18.0066,1.14273e-05
16.4101,1.01576e-05
14.8135,8.90417e-06
13.2169,7.67044e-06
11.6204,6.4603e-06
10.0238,5.27958e-06
8.42721,4.13696e-06
6.83064,3.04664e-06
5.23407,2.03426e-06
3.6375,1.15184e-06
2.04093,5.05905e-07
0.44436,1.91127e-07
-1.15221,8.47767e-08
-2.74878,4.47712e-08
-4.34535,2.58034e-08
-5.94192,1.52987e-08
-6.01,1.49608e-08

