"x","y"
49.954,8.49771e-06
49.8479,8.44393e-06
49.6358,8.33654e-06
49.2228,8.12808e-06
48.419,7.7247e-06
46.8541,6.94925e-06
45.2575,6.17672e-06
43.661,5.42669e-06
42.0644,4.70443e-06
40.4678,4.01585e-06
38.8713,3.36795e-06
37.2747,2.76827e-06
35.6781,2.22426e-06
34.0816,1.74328e-06
32.485,1.32971e-06
30.8884,9.85511e-07
29.2918,7.07861e-07
27.6953,4.9194e-07
26.0987,3.29465e-07
24.5021,2.11809e-07
22.9056,1.3101e-07
21.309,7.91432e-08
19.7124,4.73743e-08
18.1159,2.82585e-08
16.5193,1.68933e-08
14.9227,1.02158e-08
13.3261,6.27126e-09
11.7296,3.88428e-09
10.133,2.39757e-09
8.53644,1.44783e-09
6.93987,8.2846e-10
5.3433,4.18941e-10
3.74673,1.56655e-10
2.15016,3.47092e-11
0.553588,8.21339e-12
-1.04298,1.77407e-12
-2.63955,9.1742e-14
-4.23612,8.94557e-15
-5.83269,1.34275e-16
-6.01,7.67603e-17

