"x","y"
49.954,6.25511e-05
49.8479,6.23906e-05
49.6358,6.20695e-05
49.2228,6.14439e-05
48.419,6.02256e-05
46.8541,5.78464e-05
45.2575,5.54148e-05
43.661,5.2978e-05
42.0644,5.05354e-05
40.4678,4.80875e-05
38.8713,4.56357e-05
37.2747,4.31808e-05
35.6781,4.07237e-05
34.0816,3.82671e-05
32.485,3.58128e-05
30.8884,3.33634e-05
29.2918,3.09243e-05
27.6953,2.85013e-05
26.0987,2.61014e-05
24.5021,2.37331e-05
22.9056,2.14039e-05
21.309,1.91307e-05
19.7124,1.69207e-05
18.1159,1.47883e-05
16.5193,1.27476e-05
14.9227,1.08144e-05
13.3261,9.00927e-06
11.7296,7.35197e-06
10.133,5.86113e-06
8.53644,4.55318e-06
6.93987,3.43379e-06
5.3433,2.50801e-06
3.74673,1.76677e-06
2.15016,1.19534e-06
0.553588,7.73526e-07
-1.04298,4.78448e-07
-2.63955,2.83592e-07
-4.23612,1.61035e-07
-5.83269,8.68543e-08
-6.01,8.07582e-08

