"x","y"
-5.95398,1.69816e-09
-5.84493,1.77162e-09
-5.63264,1.92285e-09
-5.21938,2.25189e-09
-4.41492,3.05688e-09
-2.84888,5.68452e-09
-1.25231,1.2152e-08
0.344258,3.57282e-08
1.94083,1.20793e-07
3.5374,2.70591e-07
5.13397,4.48131e-07
6.73054,6.39631e-07
8.32711,8.43895e-07
9.92368,1.06187e-06
11.5202,1.29424e-06
13.1168,1.54084e-06
14.7134,1.80095e-06
16.31,2.07346e-06
17.9065,2.35726e-06
19.5031,2.65105e-06
21.0997,2.954e-06
22.6962,3.26458e-06
24.2928,3.58212e-06
25.8894,3.90587e-06
27.4859,4.235e-06
29.0825,4.56906e-06
30.6791,4.9074e-06
32.2757,5.24979e-06
33.8722,5.59541e-06
35.4688,5.94408e-06
37.0654,6.29549e-06
38.6619,6.64939e-06
40.2585,7.00583e-06
41.8551,7.36448e-06
43.4516,7.72466e-06
45.0482,8.08657e-06
46.6448,8.45033e-06
48.2414,8.81541e-06
49.8379,9.18187e-06
50.01,9.22144e-06

