"x","y"
-5.95398,2.77462e-09
-5.84493,2.91842e-09
-5.63264,3.21413e-09
-5.21938,3.85355e-09
-4.41492,5.37439e-09
-2.89179,9.579e-09
-1.29522,1.6922e-08
0.301353,2.97562e-08
1.89792,5.28981e-08
3.49449,9.31691e-08
5.09106,1.54305e-07
6.68763,2.33239e-07
8.2842,3.24668e-07
9.88077,4.24669e-07
11.4773,5.30794e-07
13.0739,6.41501e-07
14.6705,7.55767e-07
16.2671,8.72878e-07
17.8636,9.92325e-07
19.4602,1.11373e-06
21.0568,1.23681e-06
22.6533,1.36133e-06
24.2499,1.48711e-06
25.8465,1.614e-06
27.443,1.74189e-06
29.0396,1.87067e-06
30.6362,2.00025e-06
32.2328,2.13057e-06
33.8293,2.26154e-06
35.4259,2.39313e-06
37.0225,2.52527e-06
38.619,2.65792e-06
40.2156,2.79105e-06
41.8122,2.9246e-06
43.4087,3.05855e-06
45.0053,3.19288e-06
46.6019,3.32754e-06
48.1985,3.46252e-06
49.795,3.59779e-06
50.01,3.61603e-06

