"x","y"
49.954,5.43987e-05
49.8479,5.42263e-05
49.6358,5.38819e-05
49.2228,5.32129e-05
48.419,5.19164e-05
46.8541,4.94143e-05
45.2575,4.68918e-05
43.661,4.44017e-05
42.0644,4.19467e-05
40.4678,3.95271e-05
38.8713,3.71463e-05
37.2747,3.4806e-05
35.6781,3.25092e-05
34.0816,3.02581e-05
32.485,2.80564e-05
30.8884,2.59081e-05
29.2918,2.3817e-05
27.6953,2.17873e-05
26.0987,1.98238e-05
24.5021,1.79323e-05
22.9056,1.61175e-05
21.309,1.43855e-05
19.7124,1.27416e-05
18.1159,1.11915e-05
16.5193,9.7395e-06
14.9227,8.39115e-06
13.3261,7.14992e-06
11.7296,6.01936e-06
10.133,5.00071e-06
8.53644,4.09667e-06
6.93987,3.30539e-06
5.3433,2.62399e-06
3.74673,2.0476e-06
2.15016,1.56922e-06
0.553588,1.18003e-06
-1.04298,8.69883e-07
-2.63955,6.27252e-07
-4.23612,4.41459e-07
-5.83269,3.01892e-07
-6.01,2.88843e-07

