"x","y"
49.954,3.23311e-05
49.8479,3.21827e-05
49.6358,3.18862e-05
49.2228,3.13104e-05
48.419,3.01952e-05
46.8541,2.8047e-05
45.2575,2.5889e-05
43.661,2.37689e-05
42.0644,2.16913e-05
40.4678,1.96606e-05
38.8713,1.76824e-05
37.2747,1.5763e-05
35.6781,1.39084e-05
34.0816,1.21273e-05
32.485,1.04278e-05
30.8884,8.81969e-06
29.2918,7.31393e-06
27.6953,5.92323e-06
26.0987,4.66186e-06
24.5021,3.54553e-06
22.9056,2.58984e-06
21.309,1.80617e-06
19.7124,1.19535e-06
18.1159,7.43729e-07
16.5193,4.27931e-07
14.9227,2.2537e-07
13.3261,1.13696e-07
11.7296,5.98778e-08
10.133,3.35738e-08
8.53644,1.93662e-08
6.93987,1.09924e-08
5.3433,5.85989e-09
3.74673,2.83269e-09
2.15016,1.26984e-09
0.553588,5.60722e-10
-1.04298,2.40907e-10
-2.63955,8.98079e-11
-4.23612,2.22828e-11
-5.83269,3.10866e-12
-6.01,2.52656e-12

