"x","y"
-5.95398,6.07965e-09
-5.84493,6.22339e-09
-5.63264,6.51341e-09
-5.21938,7.1171e-09
-4.41492,8.45559e-09
-2.89179,1.16573e-08
-1.29522,1.60261e-08
0.301353,2.1534e-08
1.89792,2.84427e-08
3.49449,3.71292e-08
5.09106,4.8057e-08
6.68763,6.17895e-08
8.2842,7.89811e-08
9.88077,1.00433e-07
11.4773,1.27134e-07
13.0739,1.60176e-07
14.6705,2.00837e-07
16.2671,2.50733e-07
17.8636,3.11547e-07
19.4602,3.85283e-07
21.0568,4.74078e-07
22.6533,5.80036e-07
24.2499,7.05548e-07
25.8465,8.52192e-07
27.443,1.02206e-06
29.0396,1.21506e-06
30.6362,1.43204e-06
32.2328,1.67271e-06
33.8293,1.93671e-06
35.4259,2.22094e-06
37.0225,2.52458e-06
38.619,2.8445e-06
40.2156,3.17788e-06
41.8122,3.52166e-06
43.4087,3.87303e-06
45.0053,4.22948e-06
46.6019,4.58914e-06
48.1985,4.94958e-06
49.795,5.31009e-06
50.01,5.35852e-06

