"x","y"
-5.95398,2.31072e-14
-5.84493,2.68409e-14
-5.63264,3.58366e-14
-5.21938,6.4489e-14
-4.43696,2.90928e-13
-2.99729,3.80127e-12
-1.40072,1.48004e-11
0.195854,6.08025e-11
1.79242,2.27523e-10
3.38899,5.07255e-10
4.98556,9.035e-10
6.58213,1.4558e-09
8.1787,2.20841e-09
9.77527,3.20076e-09
11.3718,4.48807e-09
12.9684,6.1588e-09
14.565,8.33163e-09
16.1616,1.11678e-08
17.7581,1.48632e-08
19.3547,1.96561e-08
20.9513,2.58064e-08
22.5478,3.36365e-08
24.1444,4.35591e-08
25.741,5.60465e-08
27.3375,7.173e-08
28.9341,9.11991e-08
30.5307,1.15263e-07
32.1273,1.4483e-07
33.7238,1.80858e-07
35.3204,2.2437e-07
36.917,2.76793e-07
38.5135,3.38998e-07
40.1101,4.12921e-07
41.7067,4.99572e-07
43.3032,6.00506e-07
44.8998,7.17077e-07
46.4964,8.50647e-07
48.093,1.00146e-06
49.6895,1.17081e-06
50.01,1.20708e-06

