"x","y"
-5.95398,5.84441e-19
-5.84792,-1.76109e-19
-5.6471,4.07683e-20
-5.2776,1.67207e-19
-4.61743,2.01636e-19
-3.43791,-1.29768e-20
-1.84134,1.85132e-17
-0.244774,7.39739e-15
1.3518,2.07762e-13
2.94837,5.62698e-12
4.54494,4.6642e-11
6.14151,4.65709e-10
7.73808,1.89978e-09
9.33465,8.03503e-09
10.9312,2.60839e-08
12.5278,5.85697e-08
14.1244,1.0968e-07
15.7209,1.82094e-07
17.3175,2.74492e-07
18.9141,3.83454e-07
20.5106,5.05536e-07
22.1072,6.37948e-07
23.7038,7.78557e-07
25.3003,9.25737e-07
26.8969,1.07825e-06
28.4935,1.23513e-06
30.0901,1.39565e-06
31.6866,1.55921e-06
33.2832,1.72535e-06
34.8798,1.89369e-06
36.4763,2.06391e-06
38.0729,2.23578e-06
39.6695,2.40908e-06
41.266,2.58363e-06
42.8626,2.75929e-06
44.4592,2.93594e-06
46.0558,3.11346e-06
47.6523,3.29175e-06
49.2489,3.47075e-06
50.01,3.55631e-06

