"x","y"
49.954,5.54895e-05
49.8449,5.53287e-05
49.6268,5.50071e-05
49.1906,5.43639e-05
48.3415,5.31131e-05
46.7449,5.07643e-05
45.1483,4.84204e-05
43.5518,4.60815e-05
41.9552,4.37483e-05
40.3586,4.14214e-05
38.762,3.9102e-05
37.1655,3.67904e-05
35.5689,3.44879e-05
33.9723,3.2196e-05
32.3758,2.9916e-05
30.7792,2.76498e-05
29.1826,2.53993e-05
27.5861,2.31672e-05
25.9895,2.09565e-05
24.3929,1.87712e-05
22.7963,1.66163e-05
21.1998,1.44979e-05
19.6032,1.24242e-05
18.0066,1.04062e-05
16.4101,8.45913e-06
14.8135,6.60518e-06
13.2169,4.8784e-06
11.6204,3.33464e-06
10.0238,2.06061e-06
8.42721,1.14973e-06
6.83064,6.08551e-07
5.23407,3.26514e-07
3.6375,1.82412e-07
2.04093,1.04765e-07
0.44436,5.99975e-08
-1.15221,3.28313e-08
-2.74878,1.59035e-08
-4.34535,5.53051e-09
-5.94192,7.63654e-10
-6.01,6.84084e-10

