"x","y"
-5.95398,7.07609e-09
-5.84493,7.335e-09
-5.63264,7.87392e-09
-5.21938,9.06671e-09
-4.43696,1.19036e-08
-2.95556,1.92232e-08
-1.35899,2.89985e-08
0.237583,4.04564e-08
1.83415,5.41508e-08
3.43072,7.07754e-08
5.02729,9.10926e-08
6.62386,1.15987e-07
8.22043,1.46215e-07
9.817,1.82664e-07
11.4136,2.26143e-07
13.0101,2.77206e-07
14.6067,3.36434e-07
16.2033,4.0401e-07
17.7999,4.80021e-07
19.3964,5.64218e-07
20.993,6.56263e-07
22.5896,7.55701e-07
24.1861,8.61853e-07
25.7827,9.74348e-07
27.3793,1.09215e-06
28.9758,1.21476e-06
30.5724,1.34165e-06
32.169,1.47212e-06
33.7656,1.60574e-06
35.3621,1.74201e-06
36.9587,1.8806e-06
38.5553,2.02123e-06
40.1518,2.16314e-06
41.7484,2.30633e-06
43.345,2.45058e-06
44.9415,2.59566e-06
46.5381,2.74145e-06
48.1347,2.88793e-06
49.7313,3.03492e-06
50.01,3.06063e-06

