"x","y"
49.954,4.90057e-05
49.8449,4.88694e-05
49.6268,4.85972e-05
49.1906,4.80534e-05
48.3415,4.6997e-05
46.7449,4.50193e-05
45.1483,4.30535e-05
43.5518,4.11003e-05
41.9552,3.91607e-05
40.3586,3.72357e-05
38.762,3.53262e-05
37.1655,3.34335e-05
35.5689,3.15586e-05
33.9723,2.9703e-05
32.3758,2.78679e-05
30.7792,2.6055e-05
29.1826,2.42657e-05
27.5861,2.25021e-05
25.9895,2.07661e-05
24.3929,1.90599e-05
22.7963,1.73863e-05
21.1998,1.57482e-05
19.6032,1.41493e-05
18.0066,1.2594e-05
16.4101,1.10875e-05
14.8135,9.63649e-06
13.2169,8.24939e-06
11.6204,6.93673e-06
10.0238,5.71179e-06
8.42721,4.59084e-06
6.83064,3.59259e-06
5.23407,2.73555e-06
3.6375,2.03244e-06
2.04093,1.48292e-06
0.44436,1.07076e-06
-1.15221,7.69167e-07
-2.74878,5.50094e-07
-4.34535,3.9034e-07
-5.94192,2.731e-07
-6.01,2.68858e-07

