"x","y"
49.954,0.000115226
49.8449,0.000114973
49.6268,0.000114466
49.1906,0.000113453
48.3415,0.000111481
46.7449,0.000107775
45.1483,0.00010407
43.5518,0.000100367
41.9552,9.66655e-05
40.3586,9.29669e-05
38.762,8.92707e-05
37.1655,8.5577e-05
35.5689,8.18862e-05
33.9723,7.81986e-05
32.3758,7.45146e-05
30.7792,7.08346e-05
29.1826,6.71589e-05
27.5861,6.34878e-05
25.9895,5.98219e-05
24.3929,5.61618e-05
22.7963,5.25079e-05
21.1998,4.88609e-05
19.6032,4.52214e-05
18.0066,4.15902e-05
16.4101,3.7968e-05
14.8135,3.43558e-05
13.2169,3.07545e-05
11.6204,2.71653e-05
10.0238,2.35895e-05
8.42721,2.00291e-05
6.83064,1.64871e-05
5.23407,1.2969e-05
3.6375,9.48694e-06
2.04093,6.07772e-06
0.44436,2.90814e-06
-1.15221,7.65521e-07
-2.74878,2.11673e-07
-4.34535,9.76458e-08
-5.94192,5.46612e-08
-6.01,5.34339e-08

