"x","y"
-5.95398,1.04713e-10
-5.84493,1.16015e-10
-5.63264,1.41018e-10
-5.21938,2.00515e-10
-4.43696,3.39315e-10
-2.95556,6.52555e-10
-1.35899,1.09475e-09
0.237583,1.71573e-09
1.83415,2.59645e-09
3.43072,3.829e-09
5.02729,5.52897e-09
6.62386,7.83687e-09
8.22043,1.09332e-08
9.817,1.50346e-08
11.4136,2.03804e-08
13.0101,2.72493e-08
14.6067,3.59494e-08
16.2033,4.68334e-08
17.7999,6.03123e-08
19.3964,7.67502e-08
20.993,9.65987e-08
22.5896,1.20319e-07
24.1861,1.48357e-07
25.7827,1.81155e-07
27.3793,2.19029e-07
28.9758,2.62325e-07
30.5724,3.11409e-07
32.169,3.66472e-07
33.7656,4.27819e-07
35.3621,4.95428e-07
36.9587,5.69141e-07
38.5553,6.49017e-07
40.1518,7.34621e-07
41.7484,8.26198e-07
43.345,9.23273e-07
44.9415,1.02535e-06
46.5381,1.13272e-06
48.1347,1.2439e-06
49.7313,1.35893e-06
50.01,1.37937e-06

