"x","y"
49.954,6.04215e-05
49.8479,6.02209e-05
49.6358,5.98198e-05
49.2228,5.90403e-05
48.419,5.75277e-05
46.8541,5.46019e-05
45.2575,5.16461e-05
43.661,4.87193e-05
42.0644,4.5824e-05
40.4678,4.29624e-05
38.8713,4.01368e-05
37.2747,3.73509e-05
35.6781,3.46085e-05
34.0816,3.19142e-05
32.485,2.92739e-05
30.8884,2.66934e-05
29.2918,2.41804e-05
27.6953,2.1744e-05
26.0987,1.93936e-05
24.5021,1.71401e-05
22.9056,1.49915e-05
21.309,1.29661e-05
19.7124,1.10723e-05
18.1159,9.32189e-06
16.5193,7.72782e-06
14.9227,6.2972e-06
13.3261,5.03829e-06
11.7296,3.95157e-06
10.133,3.03419e-06
8.53644,2.27878e-06
6.93987,1.67005e-06
5.3433,1.19322e-06
3.74673,8.29774e-07
2.15016,5.61388e-07
0.553588,3.70194e-07
-1.04298,2.38521e-07
-2.63955,1.49922e-07
-4.23612,9.10443e-08
-5.83269,5.21942e-08
-6.01,4.87997e-08

