"x","y"
-5.95398,-6.08372e-20
-5.84493,-3.92759e-22
-5.63846,-2.19153e-22
-5.25855,-4.13718e-20
-4.55951,-3.52571e-21
-3.31058,8.65467e-20
-1.71401,1.83815e-17
-0.117436,1.09731e-15
1.47913,9.42301e-15
3.0757,5.319e-14
4.67227,6.1288e-13
6.26884,2.16213e-12
7.86541,5.67112e-12
9.46198,1.65862e-11
11.0586,5.61174e-11
12.6551,1.46212e-10
14.2517,2.99405e-10
15.8483,5.54528e-10
17.4448,1.00451e-09
19.0414,1.84823e-09
20.638,3.42679e-09
22.2345,6.14387e-09
23.8311,1.0443e-08
25.4277,1.70115e-08
27.0243,2.70282e-08
28.6208,4.23542e-08
30.2174,6.54243e-08
31.814,9.86325e-08
33.4105,1.43816e-07
35.0071,2.02464e-07
36.6037,2.76113e-07
38.2002,3.66164e-07
39.7968,4.7406e-07
41.3934,6.00703e-07
42.99,7.46747e-07
44.5865,9.12297e-07
46.1831,1.09698e-06
47.7797,1.29997e-06
49.3762,1.52005e-06
50.01,1.61184e-06

