"x","y"
49.954,5.36302e-05
49.8449,5.3502e-05
49.6268,5.32458e-05
49.1906,5.27337e-05
48.3415,5.1738e-05
46.7449,4.98699e-05
45.1483,4.80076e-05
43.5518,4.61516e-05
41.9552,4.43023e-05
40.3586,4.24602e-05
38.762,4.06258e-05
37.1655,3.87998e-05
35.5689,3.69826e-05
33.9723,3.5175e-05
32.3758,3.33777e-05
30.7792,3.15914e-05
29.1826,2.98168e-05
27.5861,2.80549e-05
25.9895,2.63064e-05
24.3929,2.45725e-05
22.7963,2.28541e-05
21.1998,2.11524e-05
19.6032,1.94688e-05
18.0066,1.78048e-05
16.4101,1.61625e-05
14.8135,1.4544e-05
13.2169,1.29524e-05
11.6204,1.13919e-05
10.0238,9.86817e-06
8.42721,8.38939e-06
6.83064,6.96785e-06
5.23407,5.62192e-06
3.6375,4.37864e-06
2.04093,3.27456e-06
0.44436,2.34957e-06
-1.15221,1.62931e-06
-2.74878,1.1069e-06
-4.34535,7.45797e-07
-5.94192,5.00884e-07
-6.01,4.92414e-07

