"x","y"
-5.95398,3.57577e-11
-5.84493,4.40176e-11
-5.63846,6.19178e-11
-5.24753,1.05562e-10
-4.50739,2.46897e-10
-3.14553,1.03897e-09
-1.54896,2.72189e-09
0.047613,4.64496e-09
1.64418,7.04907e-09
3.24075,1.02215e-08
4.83732,1.4468e-08
6.43389,2.01916e-08
8.03046,2.79008e-08
9.62703,3.81577e-08
11.2236,5.16721e-08
12.8202,6.92371e-08
14.4167,9.17972e-08
16.0133,1.20342e-07
17.6099,1.56131e-07
19.2065,2.00458e-07
20.803,2.54783e-07
22.3996,3.20576e-07
23.9962,3.9952e-07
25.5927,4.92686e-07
27.1893,6.01632e-07
28.7859,7.27652e-07
30.3824,8.71865e-07
31.979,1.03469e-06
33.5756,1.2168e-06
35.1722,1.41829e-06
36.7687,1.63953e-06
38.3653,1.87992e-06
39.9619,2.13978e-06
41.5584,2.41741e-06
43.155,2.71185e-06
44.7516,3.02232e-06
46.3481,3.34722e-06
47.9447,3.68564e-06
49.5413,4.03634e-06
50.01,4.1414e-06

